student_id,age,year_of_study,department,attendance_percentage,cgpa_previous_sem,daily_study_hours,weekly_study_hours,study_sessions_per_week,assignment_submission_rate,late_submission_count,revision_frequency_per_week,lms_login_frequency_per_week,lms_time_spent_hours_per_week,video_lectures_watched_per_week,video_completion_rate,practice_quiz_attempts,discussion_forum_posts,resource_diversity_score,class_participation_score,search_skill_score,source_evaluation_score,information_filtering_score,quiz_average_score,midterm_score,assignment_average_score,motivation_level,stress_level,procrastination_score,time_management_score,learning_outcome
STU01810,18,2,Mechanical,57.5,2.62,5.0,31.4,5,54.9,4,4,4,3.1,3,55.4,5,2,4.7,49.1,67.7,34.3,36.0,44.9,37.8,46.7,2,2,7,4,Poor
STU01811,19,4,Mathematics,55.6,3.18,4.0,25.3,6,53.7,4,4,5,3.9,5,53.4,5,2,5.7,55.0,71.7,46.1,71.1,40.5,55.6,63.7,3,2,5,5,Average
STU01812,20,2,Civil,50.3,4.0,5.5,33.8,6,45.1,9,4,8,6.8,7,56.1,7,7,6.5,73.9,77.6,87.4,63.2,65.3,72.9,45.1,4,3,8,3,Good
STU01813,18,3,Physics,40.0,2.96,2.9,17.7,5,35.5,6,3,3,3.1,3,32.9,4,3,3.7,40.0,68.0,62.5,48.2,40.7,36.8,37.9,2,4,5,5,Average
STU01814,18,1,Mechanical,56.7,2.94,3.7,23.1,5,39.7,5,4,7,8.5,6,48.6,5,2,4.7,55.8,83.0,71.1,64.0,48.3,45.5,45.7,3,5,5,5,Good
STU01815,20,1,Mechanical,55.8,3.04,4.5,26.5,6,66.9,4,4,5,4.3,4,52.4,7,4,6.9,56.1,69.2,58.1,63.9,50.2,46.6,57.6,3,4,5,6,Excellent
STU01816,18,1,Mathematics,72.9,3.69,6.4,37.2,5,76.8,3,6,8,8.7,8,68.0,7,4,7.3,66.4,43.9,71.7,66.0,66.3,62.7,66.9,4,2,4,6,Excellent
STU01817,18,3,Electronics,70.6,4.0,6.4,38.2,4,85.1,1,6,9,8.4,7,63.3,8,4,7.0,64.1,59.0,83.2,72.5,68.4,72.0,80.3,4,4,1,8,Excellent
STU01818,21,1,Physics,65.2,3.96,5.2,32.2,6,38.1,8,3,7,6.6,7,58.8,10,4,6.7,83.7,75.2,73.9,60.3,71.4,67.6,48.8,5,4,7,3,Good
STU01819,19,2,Business,48.6,3.39,4.7,26.9,4,53.3,6,4,5,4.3,3,50.0,5,2,5.0,43.9,50.8,45.9,58.4,44.8,50.2,56.5,4,1,3,6,Good
STU01820,18,4,Electronics,63.7,3.49,5.7,34.2,6,59.9,5,5,7,5.9,8,62.9,8,6,5.5,77.5,76.1,72.6,57.6,63.8,57.1,52.5,5,5,6,4,Good
STU01821,18,3,Mechanical,55.6,2.31,4.0,24.3,5,56.6,7,4,7,6.8,4,59.8,6,5,4.9,64.1,48.4,40.4,43.8,46.8,32.8,36.8,2,4,6,4,Poor
STU01822,18,1,Civil,40.0,2.22,4.7,28.0,5,36.2,7,3,5,3.3,3,43.1,5,2,4.3,52.6,56.6,52.7,44.7,45.6,46.3,29.9,2,3,8,3,Average
STU01823,23,3,Computer Science,46.2,1.76,4.3,26.7,5,66.4,5,4,3,3.5,2,45.1,4,1,4.4,36.1,36.0,47.5,42.5,29.6,30.9,51.2,2,5,3,7,Poor
STU01824,18,3,Mathematics,76.8,4.0,7.1,43.5,5,73.2,3,6,9,10.7,6,71.5,7,5,8.2,79.3,89.7,80.3,75.9,68.4,78.8,66.5,4,3,4,6,Excellent
STU01825,19,4,Computer Science,49.7,1.84,4.2,25.0,6,57.3,7,3,3,2.7,4,48.6,6,2,4.3,37.9,28.0,29.9,41.5,20.8,23.1,41.7,3,4,5,5,Poor
STU01826,18,1,Civil,49.3,2.91,3.7,21.6,4,44.2,7,3,6,6.1,4,33.5,6,2,5.2,53.0,72.6,63.9,68.3,48.9,48.1,41.0,2,4,6,4,Average
STU01827,19,1,Computer Science,52.0,3.2,4.4,24.6,5,71.1,3,4,5,6.0,4,47.4,7,2,5.5,46.1,48.7,42.1,66.2,48.8,52.9,57.3,3,3,3,7,Good
STU01828,23,2,Civil,65.6,3.55,6.2,37.9,5,86.6,1,7,7,4.5,5,65.4,8,3,7.7,63.4,59.2,48.8,61.6,53.5,57.1,73.7,3,3,2,8,Excellent
STU01829,18,3,Electronics,40.0,3.1,3.7,20.0,4,77.3,1,5,4,2.9,3,47.7,7,3,3.9,46.5,67.1,50.5,71.2,45.2,42.8,70.5,2,4,3,7,Good
STU01830,19,1,Computer Science,70.2,3.22,6.3,38.8,5,70.8,4,5,9,4.7,7,67.4,11,5,6.2,66.5,60.3,40.2,52.5,42.9,42.3,61.2,5,4,5,5,Good
STU01831,20,2,Computer Science,62.4,3.13,5.3,34.1,6,68.4,3,5,3,2.6,7,51.6,6,4,6.1,59.3,54.4,45.3,61.6,47.2,42.5,55.9,3,3,4,6,Good
STU01832,20,1,Business,73.5,3.55,6.6,38.4,4,58.3,7,4,10,8.3,7,70.4,9,5,6.4,73.4,53.5,77.3,38.6,59.9,56.5,53.1,5,1,7,5,Excellent
STU01833,20,1,Electronics,47.1,4.0,5.4,32.1,5,60.1,2,6,6,3.0,4,49.8,6,4,5.0,53.6,83.7,53.1,56.3,59.3,60.7,61.9,2,2,3,8,Good
STU01834,20,3,Electronics,53.5,2.97,3.7,22.6,5,48.4,9,2,8,4.5,4,52.0,7,3,3.8,65.9,67.2,67.2,54.6,45.8,50.5,34.2,4,3,7,1,Average
STU01835,20,3,Electronics,40.0,2.67,2.1,12.7,5,37.2,7,2,5,5.2,2,33.8,3,2,2.6,33.1,63.3,63.0,43.1,42.7,48.7,40.3,3,3,7,3,Average
STU01836,20,4,Electronics,82.8,4.0,7.0,41.9,5,78.7,2,6,9,8.7,7,73.9,8,4,7.7,81.3,79.8,71.6,62.5,71.0,82.3,76.9,4,2,1,8,Excellent
STU01837,19,3,Computer Science,77.5,4.0,6.6,39.6,5,67.7,6,4,10,11.8,7,71.0,9,5,7.9,88.6,92.8,78.0,59.0,81.7,87.6,66.3,4,2,6,5,Excellent
STU01838,19,3,Mathematics,40.0,1.05,2.8,15.7,4,53.1,6,4,2,1.7,1,25.3,2,1,3.0,12.2,20.0,15.0,36.9,20.0,26.1,36.1,1,3,4,6,Poor
STU01839,18,4,Business,49.3,3.23,4.6,26.9,5,62.1,4,4,7,5.5,4,45.5,5,4,5.3,56.2,68.0,42.5,49.3,49.8,53.9,56.7,3,1,4,6,Good
STU01840,18,1,Electronics,52.4,2.86,3.8,22.8,4,59.8,5,4,4,2.5,4,47.2,6,4,5.0,41.3,65.4,38.6,51.1,44.7,48.8,45.9,3,1,5,6,Average
STU01841,22,3,Computer Science,40.0,1.4,1.5,7.1,4,30.0,9,0,2,1.2,1,29.5,2,1,1.4,18.0,23.5,36.3,33.1,24.3,20.8,20.0,1,2,8,2,Poor
STU01842,21,3,Business,41.1,2.58,3.9,24.4,5,37.8,6,3,7,3.3,5,49.0,3,2,4.9,45.6,48.8,56.2,52.0,33.8,46.5,32.9,3,3,7,3,Average
STU01843,19,2,Civil,45.3,3.32,3.2,18.9,5,42.7,6,2,4,2.6,2,41.5,4,5,4.7,45.4,69.9,52.5,61.9,48.0,44.0,48.7,2,2,6,5,Average
STU01844,19,1,Electronics,54.0,2.51,4.0,23.7,5,68.0,3,6,4,2.9,4,53.4,5,3,5.8,35.9,65.5,37.5,57.1,33.4,41.2,58.5,3,3,3,8,Average
STU01845,18,3,Computer Science,48.1,2.79,5.0,30.3,5,48.1,7,4,8,3.5,6,67.0,8,3,4.8,57.7,61.2,59.6,46.2,47.7,51.3,43.1,4,1,7,2,Average
STU01846,18,2,Electronics,41.4,2.49,2.7,15.0,5,45.7,6,3,5,4.5,5,45.1,5,4,4.5,40.4,46.5,35.2,39.6,44.9,35.3,39.4,3,2,6,4,Average
STU01847,18,2,Business,69.6,4.0,5.6,33.4,5,56.4,7,5,9,6.7,7,68.3,6,5,6.0,68.7,87.6,67.3,68.7,66.5,67.5,54.7,5,3,7,5,Excellent
STU01848,20,1,Computer Science,41.1,2.96,3.9,25.0,4,43.1,7,3,3,1.0,4,39.9,3,3,4.6,57.3,77.0,60.8,60.2,49.2,52.9,45.7,3,2,6,3,Good
STU01849,19,4,Business,59.3,3.13,4.4,27.0,6,41.0,6,2,6,6.6,4,48.6,6,7,5.6,63.5,62.7,55.3,61.0,59.1,52.1,40.6,4,4,6,4,Average
STU01850,22,2,Electronics,40.0,2.0,2.9,18.9,6,44.3,4,3,3,3.4,3,34.6,4,2,3.1,34.5,55.3,44.6,50.2,34.1,40.7,41.2,2,1,5,4,Poor
STU01851,18,2,Mechanical,55.7,3.44,4.1,25.6,5,53.3,7,4,5,5.3,4,52.0,5,2,6.1,46.5,81.7,59.4,68.1,53.3,56.8,54.2,2,2,4,6,Good
STU01852,22,1,Electronics,42.2,2.51,2.8,17.2,5,38.2,5,4,3,3.9,2,33.2,4,2,4.1,39.4,47.6,36.1,45.8,27.4,34.8,35.8,2,2,5,4,Poor
STU01853,18,2,Business,55.5,2.54,3.8,22.1,5,65.2,6,5,6,3.4,5,59.9,7,4,5.0,56.8,38.0,43.5,47.0,38.0,33.8,53.6,4,3,5,6,Average
STU01854,19,3,Physics,61.9,3.1,4.9,28.8,5,64.7,5,5,8,4.0,6,57.5,8,5,6.8,75.4,61.9,58.3,59.9,51.6,43.1,59.5,4,5,5,5,Good
STU01855,21,4,Mathematics,57.5,2.58,4.9,29.0,5,66.2,4,6,5,4.7,4,62.2,7,2,6.0,52.6,34.3,29.8,46.6,37.6,43.3,50.4,3,2,5,7,Average
STU01856,20,1,Mathematics,40.0,2.74,2.4,13.9,5,45.3,4,4,3,1.3,1,25.4,3,1,3.6,30.7,75.0,65.5,59.9,48.5,43.7,35.8,1,2,5,5,Average
STU01857,23,3,Mechanical,43.2,2.89,3.4,21.4,5,49.7,8,3,4,2.7,3,44.9,4,3,4.9,40.2,69.9,63.6,37.1,40.6,48.9,49.0,3,4,5,5,Average
STU01858,19,2,Business,55.9,4.0,5.5,33.1,5,56.9,4,3,6,6.6,3,59.7,7,2,5.4,57.9,94.7,95.3,71.1,72.1,62.4,57.4,4,3,5,5,Excellent
STU01859,20,3,Electronics,40.0,2.76,3.7,22.5,5,72.9,4,5,4,3.3,4,35.7,2,2,5.0,36.0,54.1,43.3,66.2,36.2,46.9,47.6,2,1,3,6,Average
STU01860,19,3,Business,59.3,3.04,5.1,31.4,6,48.9,4,5,7,6.3,6,61.1,6,4,6.3,66.9,46.9,45.6,52.0,55.1,45.3,59.1,4,3,4,6,Good
STU01861,20,4,Computer Science,40.0,1.92,1.7,9.5,5,30.0,7,1,2,1.6,2,25.2,3,2,3.2,34.3,53.7,48.5,54.1,22.8,33.2,23.8,2,3,7,2,Poor
STU01862,18,2,Computer Science,40.0,2.6,3.5,21.2,5,47.5,6,3,5,5.9,4,36.7,5,2,3.6,37.8,72.6,54.9,31.7,37.4,37.8,43.6,3,2,7,4,Poor
STU01863,20,2,Computer Science,57.3,3.49,5.1,30.9,6,68.5,3,5,5,3.4,5,52.2,7,3,5.4,61.4,79.5,69.0,62.1,57.3,57.7,58.8,4,4,4,5,Good
STU01864,20,3,Business,50.0,2.56,4.1,24.2,5,60.5,4,4,5,5.2,4,46.6,6,2,5.4,35.3,46.6,44.1,51.1,40.2,37.8,54.7,3,2,5,4,Average
STU01865,19,2,Civil,56.5,2.79,4.0,23.3,5,45.4,8,4,8,5.8,6,51.1,6,4,5.4,60.9,61.7,71.2,44.2,59.1,54.1,41.6,4,2,8,3,Good
STU01866,19,3,Mechanical,40.0,2.11,3.5,20.9,4,58.2,3,4,2,2.4,1,32.1,2,2,3.7,18.9,43.7,44.5,52.8,20.0,20.0,41.8,1,4,3,7,Poor
STU01867,18,1,Mathematics,45.3,3.19,4.0,23.2,4,44.5,6,3,5,5.3,6,48.2,6,2,4.9,58.4,57.4,67.2,57.9,56.3,53.8,39.8,3,1,6,4,Good
STU01868,20,3,Mathematics,46.7,3.04,5.0,31.3,6,46.5,6,3,7,2.9,4,44.5,4,2,4.2,61.4,61.8,55.8,56.0,44.2,46.9,39.4,2,3,6,4,Average
STU01869,21,2,Mathematics,62.8,2.75,4.8,28.4,4,65.0,4,4,6,6.8,7,70.2,8,4,6.0,52.6,50.6,54.8,59.8,58.4,44.5,64.8,4,3,4,5,Average
STU01870,19,4,Electronics,66.6,3.94,5.6,33.3,5,79.2,2,6,8,7.1,6,66.5,9,5,6.3,74.1,74.7,78.5,67.7,61.5,66.0,74.6,3,5,2,9,Good
STU01871,24,1,Business,60.0,3.14,4.4,26.5,5,52.8,5,5,8,7.7,6,54.9,6,3,5.0,51.4,39.7,69.0,52.2,44.8,50.9,54.8,4,2,5,6,Average
STU01872,18,3,Computer Science,73.1,2.52,5.3,30.8,5,62.2,3,6,6,6.6,8,68.5,8,5,6.7,62.2,43.3,48.0,40.0,36.8,40.7,55.3,4,5,4,6,Average
STU01873,19,4,Business,40.0,2.13,1.8,12.9,7,41.3,5,4,2,1.7,1,21.0,1,1,3.1,27.8,42.4,41.1,51.7,36.0,37.3,37.2,1,2,4,5,Average
STU01874,19,1,Business,41.0,2.5,2.8,15.9,4,50.0,4,2,3,1.7,1,36.5,4,3,3.6,36.4,37.8,34.0,52.5,31.2,30.1,34.0,2,1,5,5,Poor
STU01875,20,4,Business,40.0,2.35,2.7,15.6,5,43.3,6,3,4,2.2,5,38.1,4,1,3.3,35.8,66.0,52.9,53.1,37.3,27.6,37.9,3,4,6,4,Average
STU01876,18,1,Computer Science,69.5,2.87,6.3,39.0,5,74.1,3,6,9,9.0,6,79.0,7,3,7.9,65.4,41.3,47.4,41.5,43.5,43.8,59.1,4,1,2,8,Good
STU01877,20,3,Electronics,75.2,2.77,5.8,34.9,5,71.5,3,6,8,6.8,5,63.1,8,3,5.8,50.5,55.0,49.3,36.3,36.9,46.9,73.0,4,4,4,6,Good
STU01878,20,4,Electronics,40.0,1.67,2.7,16.8,6,46.8,8,2,2,0.5,1,36.0,2,2,2.3,36.6,52.4,44.4,49.5,21.9,24.9,26.7,2,3,7,3,Poor
STU01879,20,1,Mechanical,52.7,3.48,5.6,33.3,4,68.7,5,6,5,3.4,4,59.3,6,2,5.6,56.7,51.2,50.1,54.9,56.5,66.8,59.2,3,2,3,7,Good
STU01880,19,4,Computer Science,56.9,3.45,5.4,32.6,5,61.3,5,4,8,8.4,4,68.1,5,3,6.3,58.8,56.1,65.1,72.1,46.0,55.5,53.2,3,5,6,5,Excellent
STU01881,22,2,Computer Science,46.6,1.82,3.6,22.3,6,46.1,5,3,4,2.6,4,40.3,4,3,3.1,41.7,42.3,31.3,31.0,33.1,36.3,46.2,2,4,5,5,Poor
STU01882,18,3,Physics,40.0,2.95,3.5,21.7,5,48.1,6,4,3,3.3,1,35.7,3,2,3.2,31.8,77.9,68.5,72.9,44.7,46.4,46.9,2,4,4,5,Average
STU01883,20,3,Physics,42.9,2.89,3.3,20.0,5,48.3,4,4,5,4.5,5,43.6,7,4,4.7,54.6,58.1,55.5,51.1,50.1,40.1,47.7,3,2,5,5,Average
STU01884,19,2,Computer Science,65.6,3.32,5.7,34.4,5,40.0,9,3,9,8.1,7,63.2,9,5,5.7,76.6,40.8,51.8,51.2,54.3,51.3,40.5,5,2,9,2,Average
STU01885,23,3,Physics,88.5,4.0,8.2,47.6,5,84.4,3,6,8,2.0,8,82.6,10,6,7.6,78.5,56.6,51.1,50.2,63.0,63.1,74.8,5,1,2,7,Excellent
STU01886,19,1,Mechanical,47.1,2.32,5.1,30.6,5,51.2,4,4,4,3.1,5,48.1,4,2,5.0,44.6,32.7,38.4,30.8,26.5,35.4,47.3,3,4,4,6,Poor
STU01887,19,1,Civil,43.7,3.14,4.0,25.9,5,45.4,5,3,5,4.6,5,45.9,5,6,5.8,60.3,79.0,69.2,63.5,58.4,58.7,46.2,3,3,7,4,Good
STU01888,20,4,Business,66.9,3.01,5.0,29.2,5,62.4,6,5,7,8.1,5,58.8,8,2,5.4,63.8,60.9,54.5,60.4,46.6,41.6,58.0,3,4,4,6,Good
STU01889,20,2,Mechanical,48.3,2.81,5.9,34.6,4,52.8,5,4,7,5.6,4,44.5,5,7,5.0,55.2,64.1,63.4,56.5,56.0,46.6,49.2,3,3,6,5,Good
STU01890,18,4,Civil,40.0,3.24,3.2,18.0,5,40.0,5,3,5,5.2,2,32.0,4,3,4.4,43.0,67.9,57.0,55.4,37.4,44.2,37.8,2,2,6,3,Average
STU01891,19,1,Mathematics,40.0,3.18,2.4,14.8,6,45.4,7,3,2,0.9,2,33.6,2,2,4.9,35.4,75.8,59.1,58.7,42.2,55.8,45.5,3,2,5,4,Average
STU01892,18,2,Mechanical,69.7,2.94,5.5,33.6,4,46.0,8,4,8,6.3,6,71.1,9,5,5.1,69.1,53.9,69.6,54.0,53.6,49.2,46.5,4,2,6,4,Good
STU01893,22,1,Business,41.0,3.03,3.2,15.9,4,57.6,6,3,4,3.5,2,28.2,2,1,4.0,44.2,59.3,54.1,66.9,36.5,42.3,48.2,2,4,4,7,Average
STU01894,21,3,Computer Science,75.1,3.86,7.1,43.1,6,74.5,3,7,9,6.7,8,67.1,9,4,8.3,72.6,56.4,47.9,48.3,65.6,63.0,72.2,3,2,4,6,Good
STU01895,22,3,Mathematics,40.0,1.86,3.9,23.4,6,61.8,4,4,2,0.5,2,26.2,4,2,2.8,25.6,51.2,29.0,42.3,21.9,34.3,47.2,2,4,2,8,Poor
STU01896,19,3,Business,73.5,4.0,7.0,42.7,5,79.6,2,7,8,5.4,7,81.8,10,4,8.6,87.8,73.0,60.8,43.3,62.0,66.5,86.8,5,4,4,7,Excellent
STU01897,19,4,Computer Science,40.1,1.69,3.4,19.7,5,53.0,6,3,4,3.8,2,41.8,3,2,5.2,44.8,37.9,42.6,16.6,22.5,20.3,38.5,3,2,7,6,Poor
STU01898,19,1,Mathematics,40.0,2.16,3.8,23.1,5,60.3,3,4,2,1.6,1,28.6,3,2,4.0,24.8,39.0,50.1,43.6,29.6,43.4,55.5,2,1,3,7,Poor
STU01899,21,1,Civil,57.9,3.75,6.0,36.8,6,57.6,9,4,9,5.6,7,74.6,9,4,6.0,74.0,67.3,82.4,72.9,62.8,60.3,47.9,3,2,5,3,Good
STU01900,25,2,Electronics,62.8,2.51,5.9,35.9,6,67.2,4,6,6,3.9,5,57.7,7,3,6.3,45.1,56.8,50.4,26.4,33.7,26.6,55.5,4,3,4,6,Average
STU01901,18,1,Civil,57.1,2.82,4.2,26.7,5,57.1,5,4,7,2.6,5,57.1,5,4,6.1,56.5,57.2,50.9,36.3,45.5,36.7,49.3,3,4,7,6,Average
STU01902,18,2,Physics,60.5,2.83,4.9,31.4,7,74.9,4,5,6,6.0,5,55.9,8,4,6.2,47.7,51.6,57.5,41.1,40.9,47.8,59.0,3,2,3,6,Good
STU01903,20,1,Civil,53.7,2.6,5.6,34.2,6,61.8,2,5,6,6.2,5,53.3,6,4,5.4,56.2,54.2,48.1,46.8,36.9,44.2,55.5,3,3,3,7,Average
STU01904,19,3,Civil,52.9,2.82,3.7,21.4,5,66.8,1,5,2,3.2,5,46.2,6,3,4.2,44.1,56.8,53.5,56.8,36.6,35.8,58.8,3,3,2,7,Average
STU01905,20,1,Computer Science,45.2,2.36,4.5,25.4,4,63.2,5,4,4,3.4,3,54.4,5,3,5.8,48.6,42.4,31.9,45.8,32.9,39.8,53.4,3,2,4,7,Average
STU01906,19,1,Civil,44.4,2.76,3.5,21.9,5,51.0,9,3,7,8.0,5,57.8,7,3,4.3,53.6,56.2,62.0,56.2,50.4,35.6,37.5,3,4,6,3,Poor
STU01907,19,4,Electronics,40.0,2.76,2.6,14.0,4,54.6,5,4,4,3.1,2,33.8,4,1,3.4,30.0,69.5,45.6,53.4,31.6,42.6,44.4,2,1,3,6,Average
STU01908,19,2,Electronics,61.3,4.0,6.6,39.4,5,71.7,3,6,8,4.7,8,56.4,9,4,6.7,74.8,86.8,79.7,83.2,73.3,71.9,78.5,4,2,2,7,Excellent
STU01909,19,3,Physics,44.9,2.79,2.7,15.8,5,55.3,6,3,5,4.2,3,47.5,5,2,5.1,48.9,59.5,62.8,52.7,46.0,40.5,49.9,3,3,6,4,Average
STU01910,19,2,Mathematics,40.0,1.69,4.0,23.6,5,71.4,0,4,1,1.2,1,36.9,3,0,4.7,22.3,27.5,36.6,31.4,26.9,20.0,53.1,1,2,2,8,Poor
STU01911,19,2,Business,42.2,2.04,5.0,29.5,6,72.1,4,5,6,3.0,5,52.9,6,2,5.1,43.9,20.0,31.0,33.9,32.1,24.9,48.8,2,4,4,7,Poor
STU01912,22,3,Mechanical,57.0,3.89,4.5,26.3,5,54.8,5,4,6,3.6,2,54.3,5,2,6.3,55.9,73.7,80.8,67.5,58.8,70.9,64.3,3,2,4,6,Excellent
STU01913,18,1,Electronics,41.5,2.4,3.1,20.0,6,41.1,4,3,5,5.4,3,40.3,4,1,4.2,42.6,77.2,58.0,50.3,42.4,45.3,43.4,4,3,5,5,Average
STU01914,20,1,Electronics,42.0,2.52,3.6,22.4,5,58.8,3,4,3,1.1,3,46.8,3,1,5.5,52.6,47.7,42.7,48.7,28.1,41.4,55.8,2,2,3,7,Average
STU01915,21,1,Business,46.7,2.13,5.2,30.7,6,71.8,3,5,3,1.7,2,44.5,4,1,4.9,31.0,38.9,37.9,48.4,29.1,22.9,59.7,1,3,2,8,Average
STU01916,21,3,Computer Science,40.0,2.77,3.1,18.6,4,35.4,6,2,6,4.8,4,37.0,5,2,3.8,47.4,79.1,56.2,51.6,47.3,41.9,30.3,2,1,7,3,Average
STU01917,23,2,Computer Science,41.2,1.82,3.9,22.5,5,37.7,5,3,4,4.3,3,43.4,3,2,3.6,35.9,40.5,36.3,35.8,25.6,28.7,40.5,3,3,6,5,Poor
STU01918,18,4,Electronics,42.7,3.18,3.7,21.0,6,51.8,4,3,4,2.1,4,46.2,5,2,4.1,54.6,92.3,74.8,85.9,58.8,56.5,47.7,2,4,6,5,Good
STU01919,21,4,Computer Science,40.0,2.86,3.8,23.0,5,56.1,4,4,3,3.3,2,32.7,2,2,4.4,42.4,89.2,64.3,48.7,43.2,49.3,47.6,3,2,4,5,Average
STU01920,19,1,Mechanical,40.0,1.02,3.4,20.9,5,63.6,6,3,3,1.7,2,38.5,3,2,3.7,29.3,29.9,25.6,36.0,20.0,20.0,37.9,1,3,5,5,Poor
STU01921,20,1,Physics,72.4,3.28,6.6,39.9,5,72.2,2,7,8,5.4,6,73.4,8,4,8.0,72.0,33.8,36.4,48.1,50.0,54.8,70.3,4,1,2,7,Good
STU01922,24,1,Business,50.1,3.76,5.4,31.2,5,69.8,4,4,4,2.5,3,54.5,7,2,4.8,52.9,74.0,61.7,72.1,47.0,58.2,66.0,3,4,3,8,Excellent
STU01923,18,2,Electronics,74.1,4.0,7.3,43.8,6,81.5,1,7,9,8.3,7,86.0,12,4,8.1,80.5,54.7,78.3,72.3,65.4,67.1,89.5,4,3,2,8,Excellent
STU01924,22,4,Business,40.0,2.97,3.5,20.0,5,43.8,6,3,5,3.7,3,41.4,5,4,4.3,52.8,72.2,63.5,67.7,47.2,48.9,51.1,3,3,6,4,Average
STU01925,21,3,Electronics,65.9,3.72,6.4,37.7,5,80.9,1,7,8,9.0,5,76.3,6,3,7.1,72.8,42.6,38.7,56.8,54.5,48.3,76.2,4,2,1,8,Excellent
STU01926,21,3,Business,64.8,3.24,4.9,28.3,5,50.1,6,4,9,4.3,6,66.2,7,5,6.0,58.2,77.7,48.0,44.6,60.9,58.3,53.1,4,3,6,3,Good
STU01927,22,1,Mechanical,63.9,3.48,5.3,32.2,4,59.7,6,4,9,3.3,6,64.6,9,3,6.6,69.7,49.4,48.1,32.7,54.0,50.7,56.5,5,1,6,4,Good
STU01928,20,3,Computer Science,61.5,2.63,5.4,32.0,4,75.1,5,6,7,4.9,5,69.8,8,4,5.6,46.7,58.4,38.8,34.9,41.1,42.8,57.9,3,2,4,6,Good
STU01929,19,4,Electronics,48.4,3.36,4.2,26.0,5,46.6,5,3,5,4.6,2,40.2,3,3,4.5,46.9,78.7,75.0,65.8,42.4,51.3,48.0,3,5,6,4,Average
STU01930,21,1,Electronics,57.5,3.0,5.8,34.9,6,61.5,4,4,6,5.9,5,67.1,8,3,5.9,63.4,75.8,82.4,55.0,58.6,61.5,59.6,4,3,6,4,Good
STU01931,21,3,Business,59.3,3.07,5.6,35.0,5,49.2,5,4,8,6.0,7,53.3,5,4,4.7,66.9,64.7,53.5,48.4,52.5,46.8,53.8,3,4,5,5,Good
STU01932,18,1,Computer Science,49.0,3.52,4.4,23.6,5,60.2,4,4,5,3.8,4,46.3,5,2,5.4,52.5,64.5,68.1,84.3,49.9,40.3,58.5,2,2,3,7,Good
STU01933,23,2,Physics,56.5,3.4,4.9,29.6,5,60.2,4,5,5,2.4,6,46.1,8,2,5.8,62.0,74.3,75.5,72.2,60.8,60.3,68.3,3,4,4,6,Good
STU01934,18,1,Computer Science,40.0,2.71,2.6,17.2,6,42.2,8,1,2,1.1,2,32.8,4,1,3.7,46.8,63.0,67.6,67.2,44.3,39.9,41.8,3,5,7,4,Average
STU01935,20,3,Electronics,68.8,4.0,6.6,40.2,6,89.8,3,7,9,6.5,7,68.0,7,4,7.4,73.7,74.9,85.8,65.1,57.4,69.9,70.5,5,2,2,8,Good
STU01936,19,2,Business,40.0,1.96,2.3,15.2,4,43.0,5,3,1,0.8,2,20.2,2,1,2.8,28.3,49.0,50.6,50.7,31.0,35.4,37.8,1,2,6,5,Poor
STU01937,21,1,Computer Science,56.4,1.43,4.5,26.3,5,56.0,5,4,6,5.5,3,54.4,6,3,5.6,46.1,20.0,30.2,30.3,20.0,23.2,41.8,2,4,5,5,Poor
STU01938,19,4,Computer Science,46.9,2.8,3.8,22.9,4,58.5,2,4,3,3.0,3,44.2,4,2,4.8,48.1,66.9,53.4,76.0,42.7,54.8,56.1,2,3,2,7,Average
STU01939,20,2,Computer Science,67.1,3.42,6.0,35.9,5,84.9,1,6,7,8.5,5,64.4,8,3,7.1,49.8,48.1,55.5,55.1,48.9,52.4,71.4,3,1,1,8,Good
STU01940,20,3,Mechanical,55.7,2.83,4.5,26.2,5,53.6,5,5,4,3.2,2,51.9,5,2,5.5,61.8,70.4,50.4,50.9,41.4,45.4,50.0,2,4,5,5,Average
STU01941,23,4,Computer Science,48.5,1.75,3.1,17.0,5,30.0,9,2,7,6.1,4,35.1,5,3,4.1,41.2,35.5,34.8,37.0,33.0,25.6,25.7,2,3,9,2,Poor
STU01942,22,4,Electronics,40.0,2.68,4.3,26.3,6,35.6,6,3,6,6.6,5,43.9,6,3,4.6,42.9,49.1,43.8,39.9,39.9,33.8,32.0,3,3,6,4,Average
STU01943,18,2,Mechanical,65.4,2.67,3.9,22.7,5,68.6,2,5,5,2.3,5,53.2,6,3,5.5,53.5,56.2,48.4,56.4,47.2,55.2,56.1,3,3,3,6,Good
STU01944,19,1,Mathematics,49.7,2.41,3.6,22.4,5,30.3,8,4,7,7.6,6,50.5,8,4,5.3,50.0,39.6,56.7,50.8,42.3,36.8,32.7,4,5,9,2,Average
STU01945,20,1,Computer Science,67.9,2.9,4.2,25.7,5,64.1,5,4,5,4.1,7,55.6,6,4,5.9,47.0,52.5,61.1,64.5,46.9,55.4,49.2,3,2,4,5,Good
STU01946,20,2,Civil,54.6,2.57,5.2,32.4,6,30.0,9,3,10,5.1,7,67.0,8,4,5.2,72.6,62.4,58.3,49.6,47.9,49.6,32.3,4,4,9,2,Average
STU01947,20,4,Civil,45.9,2.97,5.7,35.2,6,69.3,1,4,5,5.5,2,46.7,4,4,4.8,44.3,67.1,63.3,56.5,37.6,52.1,67.2,2,2,3,8,Average
